2023-09-28 21:59:29,809.message_producer.INFO ==================================================
2023-09-28 21:59:29,809.message_producer.INFO Today is 2023-09-28 at 09:59 PM
2023-09-28 21:59:29,810.message_producer.INFO Running on: nt Windows 10
2023-09-28 21:59:29,810.message_producer.INFO Python version:  3.11.1
2023-09-28 21:59:29,810.message_producer.INFO Python path: C:\Users\jorda\OneDrive\Desktop\Northwest Homework\1. Streaming Data\Module 5\streaming-05-smart-smoker\.venv
2023-09-28 21:59:29,810.message_producer.INFO Working dir: C:\Users\jorda\OneDrive\Desktop\Northwest Homework\1. Streaming Data\Module 5\streaming-05-smart-smoker
2023-09-28 21:59:29,810.message_producer.INFO ==================================================
2023-09-28 21:59:30,962.message_producer.INFO Seeing if you want to monitor RabbitMQ queues
2023-09-28 21:59:30,988.message_producer.INFO Skipping header row
2023-09-28 22:00:19,022.message_producer.INFO  [x] Sent ('05/22/21 12:31:15', '119.4') to 01-smoker
2023-09-28 22:00:19,022.message_producer.INFO  [x] Sent ('05/22/21 12:31:15', 'No Reading') to 02-food-A
2023-09-28 22:00:19,022.message_producer.INFO  [x] Sent ('05/22/21 12:31:15', 'No Reading') to 03-food-B
2023-09-28 22:00:21,024.message_producer.INFO  [x] Sent ('05/22/21 12:32:10', '120.1') to 01-smoker
2023-09-28 22:00:21,024.message_producer.INFO  [x] Sent ('05/22/21 12:32:10', 'No Reading') to 02-food-A
2023-09-28 22:00:21,024.message_producer.INFO  [x] Sent ('05/22/21 12:32:10', 'No Reading') to 03-food-B
2023-09-28 22:00:23,025.message_producer.INFO  [x] Sent ('05/22/21 12:32:15', '120.1') to 01-smoker
2023-09-28 22:00:23,025.message_producer.INFO  [x] Sent ('05/22/21 12:32:15', 'No Reading') to 02-food-A
2023-09-28 22:00:23,025.message_producer.INFO  [x] Sent ('05/22/21 12:32:15', 'No Reading') to 03-food-B
2023-09-28 22:00:25,027.message_producer.INFO  [x] Sent ('05/22/21 12:33:10', '106.2') to 01-smoker
2023-09-28 22:00:25,027.message_producer.INFO  [x] Sent ('05/22/21 12:33:10', 'No Reading') to 02-food-A
2023-09-28 22:00:25,028.message_producer.INFO  [x] Sent ('05/22/21 12:33:10', 'No Reading') to 03-food-B
2023-09-28 22:00:27,028.message_producer.INFO  [x] Sent ('05/22/21 12:33:15', '106.2') to 01-smoker
2023-09-28 22:00:27,028.message_producer.INFO  [x] Sent ('05/22/21 12:33:15', 'No Reading') to 02-food-A
2023-09-28 22:00:27,028.message_producer.INFO  [x] Sent ('05/22/21 12:33:15', 'No Reading') to 03-food-B
2023-09-28 22:00:29,029.message_producer.INFO  [x] Sent ('05/22/21 12:34:10', '103.5') to 01-smoker
2023-09-28 22:00:29,029.message_producer.INFO  [x] Sent ('05/22/21 12:34:10', 'No Reading') to 02-food-A
2023-09-28 22:00:29,030.message_producer.INFO  [x] Sent ('05/22/21 12:34:10', 'No Reading') to 03-food-B
2023-09-28 22:00:31,031.message_producer.INFO  [x] Sent ('05/22/21 12:34:15', '103.5') to 01-smoker
2023-09-28 22:00:31,031.message_producer.INFO  [x] Sent ('05/22/21 12:34:15', 'No Reading') to 02-food-A
2023-09-28 22:00:31,031.message_producer.INFO  [x] Sent ('05/22/21 12:34:15', 'No Reading') to 03-food-B
2023-09-28 22:00:33,032.message_producer.INFO  [x] Sent ('05/22/21 12:35:10', '105.3') to 01-smoker
2023-09-28 22:00:33,032.message_producer.INFO  [x] Sent ('05/22/21 12:35:10', 'No Reading') to 02-food-A
2023-09-28 22:00:33,032.message_producer.INFO  [x] Sent ('05/22/21 12:35:10', 'No Reading') to 03-food-B
2023-09-28 22:00:35,033.message_producer.INFO  [x] Sent ('05/22/21 12:35:15', '105.3') to 01-smoker
2023-09-28 22:00:35,034.message_producer.INFO  [x] Sent ('05/22/21 12:35:15', 'No Reading') to 02-food-A
2023-09-28 22:00:35,034.message_producer.INFO  [x] Sent ('05/22/21 12:35:15', 'No Reading') to 03-food-B
2023-09-28 22:00:37,035.message_producer.INFO  [x] Sent ('05/22/21 12:36:10', '106.9') to 01-smoker
2023-09-28 22:00:37,035.message_producer.INFO  [x] Sent ('05/22/21 12:36:10', 'No Reading') to 02-food-A
2023-09-28 22:00:37,035.message_producer.INFO  [x] Sent ('05/22/21 12:36:10', 'No Reading') to 03-food-B
2023-09-28 22:00:39,036.message_producer.INFO  [x] Sent ('05/22/21 12:36:15', '106.9') to 01-smoker
2023-09-28 22:00:39,036.message_producer.INFO  [x] Sent ('05/22/21 12:36:15', 'No Reading') to 02-food-A
2023-09-28 22:00:39,036.message_producer.INFO  [x] Sent ('05/22/21 12:36:15', 'No Reading') to 03-food-B
2023-09-28 22:00:41,037.message_producer.INFO  [x] Sent ('05/22/21 12:37:10', '111.9') to 01-smoker
2023-09-28 22:00:41,037.message_producer.INFO  [x] Sent ('05/22/21 12:37:10', 'No Reading') to 02-food-A
2023-09-28 22:00:41,037.message_producer.INFO  [x] Sent ('05/22/21 12:37:10', 'No Reading') to 03-food-B
2023-09-28 22:00:43,039.message_producer.INFO  [x] Sent ('05/22/21 12:37:15', '111.9') to 01-smoker
2023-09-28 22:00:43,039.message_producer.INFO  [x] Sent ('05/22/21 12:37:15', 'No Reading') to 02-food-A
2023-09-28 22:00:43,039.message_producer.INFO  [x] Sent ('05/22/21 12:37:15', 'No Reading') to 03-food-B
2023-09-28 22:00:45,040.message_producer.INFO  [x] Sent ('05/22/21 12:38:10', '114.2') to 01-smoker
2023-09-28 22:00:45,040.message_producer.INFO  [x] Sent ('05/22/21 12:38:10', 'No Reading') to 02-food-A
2023-09-28 22:00:45,040.message_producer.INFO  [x] Sent ('05/22/21 12:38:10', 'No Reading') to 03-food-B
2023-09-28 22:00:47,041.message_producer.INFO  [x] Sent ('05/22/21 12:38:15', '114.2') to 01-smoker
2023-09-28 22:00:47,041.message_producer.INFO  [x] Sent ('05/22/21 12:38:15', 'No Reading') to 02-food-A
2023-09-28 22:00:47,042.message_producer.INFO  [x] Sent ('05/22/21 12:38:15', 'No Reading') to 03-food-B
2023-09-28 22:00:49,043.message_producer.INFO  [x] Sent ('05/22/21 12:39:10', '115.5') to 01-smoker
2023-09-28 22:00:49,043.message_producer.INFO  [x] Sent ('05/22/21 12:39:10', 'No Reading') to 02-food-A
2023-09-28 22:00:49,044.message_producer.INFO  [x] Sent ('05/22/21 12:39:10', 'No Reading') to 03-food-B
2023-09-28 22:00:51,044.message_producer.INFO  [x] Sent ('05/22/21 12:39:15', '115.5') to 01-smoker
2023-09-28 22:00:51,044.message_producer.INFO  [x] Sent ('05/22/21 12:39:15', 'No Reading') to 02-food-A
2023-09-28 22:00:51,044.message_producer.INFO  [x] Sent ('05/22/21 12:39:15', 'No Reading') to 03-food-B
2023-09-28 22:00:53,046.message_producer.INFO  [x] Sent ('05/22/21 12:40:10', '112.6') to 01-smoker
2023-09-28 22:00:53,046.message_producer.INFO  [x] Sent ('05/22/21 12:40:10', 'No Reading') to 02-food-A
2023-09-28 22:00:53,047.message_producer.INFO  [x] Sent ('05/22/21 12:40:10', 'No Reading') to 03-food-B
2023-09-28 22:00:55,047.message_producer.INFO  [x] Sent ('05/22/21 12:40:15', '112.6') to 01-smoker
2023-09-28 22:00:55,047.message_producer.INFO  [x] Sent ('05/22/21 12:40:15', 'No Reading') to 02-food-A
2023-09-28 22:00:55,047.message_producer.INFO  [x] Sent ('05/22/21 12:40:15', 'No Reading') to 03-food-B
2023-09-28 22:00:57,049.message_producer.INFO  [x] Sent ('05/22/21 12:41:10', '118.8') to 01-smoker
2023-09-28 22:00:57,049.message_producer.INFO  [x] Sent ('05/22/21 12:41:10', 'No Reading') to 02-food-A
2023-09-28 22:00:57,049.message_producer.INFO  [x] Sent ('05/22/21 12:41:10', 'No Reading') to 03-food-B
2023-09-28 22:00:59,050.message_producer.INFO  [x] Sent ('05/22/21 12:41:15', '118.8') to 01-smoker
2023-09-28 22:00:59,050.message_producer.INFO  [x] Sent ('05/22/21 12:41:15', 'No Reading') to 02-food-A
2023-09-28 22:00:59,050.message_producer.INFO  [x] Sent ('05/22/21 12:41:15', 'No Reading') to 03-food-B
2023-09-28 22:01:01,051.message_producer.INFO  [x] Sent ('05/22/21 12:42:10', '113.2') to 01-smoker
2023-09-28 22:01:01,051.message_producer.INFO  [x] Sent ('05/22/21 12:42:10', 'No Reading') to 02-food-A
2023-09-28 22:01:01,052.message_producer.INFO  [x] Sent ('05/22/21 12:42:10', 'No Reading') to 03-food-B
2023-09-28 22:01:03,053.message_producer.INFO  [x] Sent ('05/22/21 12:42:15', '113.2') to 01-smoker
2023-09-28 22:01:03,053.message_producer.INFO  [x] Sent ('05/22/21 12:42:15', 'No Reading') to 02-food-A
2023-09-28 22:01:03,053.message_producer.INFO  [x] Sent ('05/22/21 12:42:15', 'No Reading') to 03-food-B
2023-09-28 22:01:05,054.message_producer.INFO  [x] Sent ('05/22/21 12:43:10', '126.7') to 01-smoker
2023-09-28 22:01:05,054.message_producer.INFO  [x] Sent ('05/22/21 12:43:10', 'No Reading') to 02-food-A
2023-09-28 22:01:05,055.message_producer.INFO  [x] Sent ('05/22/21 12:43:10', 'No Reading') to 03-food-B
2023-09-28 22:01:07,056.message_producer.INFO  [x] Sent ('05/22/21 12:43:15', '126.7') to 01-smoker
2023-09-28 22:01:07,056.message_producer.INFO  [x] Sent ('05/22/21 12:43:15', 'No Reading') to 02-food-A
2023-09-28 22:01:07,057.message_producer.INFO  [x] Sent ('05/22/21 12:43:15', 'No Reading') to 03-food-B
2023-09-28 22:01:09,057.message_producer.INFO  [x] Sent ('05/22/21 12:44:10', '130.0') to 01-smoker
2023-09-28 22:01:09,058.message_producer.INFO  [x] Sent ('05/22/21 12:44:10', 'No Reading') to 02-food-A
2023-09-28 22:01:09,058.message_producer.INFO  [x] Sent ('05/22/21 12:44:10', 'No Reading') to 03-food-B
2023-09-28 22:01:11,059.message_producer.INFO  [x] Sent ('05/22/21 12:44:15', '130.0') to 01-smoker
2023-09-28 22:01:11,059.message_producer.INFO  [x] Sent ('05/22/21 12:44:15', 'No Reading') to 02-food-A
2023-09-28 22:01:11,059.message_producer.INFO  [x] Sent ('05/22/21 12:44:15', 'No Reading') to 03-food-B
2023-09-28 22:01:13,060.message_producer.INFO  [x] Sent ('05/22/21 12:45:10', '130.0') to 01-smoker
2023-09-28 22:01:13,060.message_producer.INFO  [x] Sent ('05/22/21 12:45:10', 'No Reading') to 02-food-A
2023-09-28 22:01:13,060.message_producer.INFO  [x] Sent ('05/22/21 12:45:10', 'No Reading') to 03-food-B
2023-09-28 22:01:15,061.message_producer.INFO  [x] Sent ('05/22/21 12:45:15', '130.0') to 01-smoker
2023-09-28 22:01:15,061.message_producer.INFO  [x] Sent ('05/22/21 12:45:15', 'No Reading') to 02-food-A
2023-09-28 22:01:15,061.message_producer.INFO  [x] Sent ('05/22/21 12:45:15', 'No Reading') to 03-food-B
2023-09-28 22:01:17,062.message_producer.INFO  [x] Sent ('05/22/21 12:46:10', '137.3') to 01-smoker
2023-09-28 22:01:17,062.message_producer.INFO  [x] Sent ('05/22/21 12:46:10', 'No Reading') to 02-food-A
2023-09-28 22:01:17,062.message_producer.INFO  [x] Sent ('05/22/21 12:46:10', 'No Reading') to 03-food-B
2023-09-28 22:01:19,064.message_producer.INFO  [x] Sent ('05/22/21 12:46:15', '137.3') to 01-smoker
2023-09-28 22:01:19,064.message_producer.INFO  [x] Sent ('05/22/21 12:46:15', 'No Reading') to 02-food-A
2023-09-28 22:01:19,064.message_producer.INFO  [x] Sent ('05/22/21 12:46:15', 'No Reading') to 03-food-B
2023-09-28 22:01:21,065.message_producer.INFO  [x] Sent ('05/22/21 12:47:10', '139.5') to 01-smoker
2023-09-28 22:01:21,065.message_producer.INFO  [x] Sent ('05/22/21 12:47:10', 'No Reading') to 02-food-A
2023-09-28 22:01:21,066.message_producer.INFO  [x] Sent ('05/22/21 12:47:10', 'No Reading') to 03-food-B
2023-09-28 22:01:23,066.message_producer.INFO  [x] Sent ('05/22/21 12:47:15', '139.5') to 01-smoker
2023-09-28 22:01:23,067.message_producer.INFO  [x] Sent ('05/22/21 12:47:15', 'No Reading') to 02-food-A
2023-09-28 22:01:23,067.message_producer.INFO  [x] Sent ('05/22/21 12:47:15', 'No Reading') to 03-food-B
2023-09-28 22:01:25,068.message_producer.INFO  [x] Sent ('05/22/21 12:48:10', '141.8') to 01-smoker
2023-09-28 22:01:25,068.message_producer.INFO  [x] Sent ('05/22/21 12:48:10', 'No Reading') to 02-food-A
2023-09-28 22:01:25,068.message_producer.INFO  [x] Sent ('05/22/21 12:48:10', 'No Reading') to 03-food-B
2023-09-28 22:01:27,069.message_producer.INFO  [x] Sent ('05/22/21 12:48:15', '141.8') to 01-smoker
2023-09-28 22:01:27,069.message_producer.INFO  [x] Sent ('05/22/21 12:48:15', 'No Reading') to 02-food-A
2023-09-28 22:01:27,070.message_producer.INFO  [x] Sent ('05/22/21 12:48:15', 'No Reading') to 03-food-B
2023-09-28 22:01:29,070.message_producer.INFO  [x] Sent ('05/22/21 12:49:10', '143.6') to 01-smoker
2023-09-28 22:01:29,070.message_producer.INFO  [x] Sent ('05/22/21 12:49:10', 'No Reading') to 02-food-A
2023-09-28 22:01:29,070.message_producer.INFO  [x] Sent ('05/22/21 12:49:10', 'No Reading') to 03-food-B
2023-09-28 22:01:31,072.message_producer.INFO  [x] Sent ('05/22/21 12:49:15', '143.6') to 01-smoker
2023-09-28 22:01:31,072.message_producer.INFO  [x] Sent ('05/22/21 12:49:15', 'No Reading') to 02-food-A
2023-09-28 22:01:31,073.message_producer.INFO  [x] Sent ('05/22/21 12:49:15', 'No Reading') to 03-food-B
2023-09-28 22:01:33,073.message_producer.INFO  [x] Sent ('05/22/21 12:50:10', '145.0') to 01-smoker
2023-09-28 22:01:33,073.message_producer.INFO  [x] Sent ('05/22/21 12:50:10', 'No Reading') to 02-food-A
2023-09-28 22:01:33,073.message_producer.INFO  [x] Sent ('05/22/21 12:50:10', 'No Reading') to 03-food-B
2023-09-28 22:01:35,075.message_producer.INFO  [x] Sent ('05/22/21 12:50:15', '145.0') to 01-smoker
2023-09-28 22:01:35,075.message_producer.INFO  [x] Sent ('05/22/21 12:50:15', 'No Reading') to 02-food-A
2023-09-28 22:01:35,076.message_producer.INFO  [x] Sent ('05/22/21 12:50:15', 'No Reading') to 03-food-B
2023-09-28 22:01:37,076.message_producer.INFO  [x] Sent ('05/22/21 12:51:10', '146.2') to 01-smoker
2023-09-28 22:01:37,077.message_producer.INFO  [x] Sent ('05/22/21 12:51:10', 'No Reading') to 02-food-A
2023-09-28 22:01:37,077.message_producer.INFO  [x] Sent ('05/22/21 12:51:10', 'No Reading') to 03-food-B
2023-09-28 22:01:39,078.message_producer.INFO  [x] Sent ('05/22/21 12:51:15', '146.2') to 01-smoker
2023-09-28 22:01:39,078.message_producer.INFO  [x] Sent ('05/22/21 12:51:15', 'No Reading') to 02-food-A
2023-09-28 22:01:39,078.message_producer.INFO  [x] Sent ('05/22/21 12:51:15', 'No Reading') to 03-food-B
2023-09-28 22:01:41,079.message_producer.INFO  [x] Sent ('05/22/21 12:52:10', '147.5') to 01-smoker
2023-09-28 22:01:41,079.message_producer.INFO  [x] Sent ('05/22/21 12:52:10', 'No Reading') to 02-food-A
2023-09-28 22:01:41,079.message_producer.INFO  [x] Sent ('05/22/21 12:52:10', 'No Reading') to 03-food-B
2023-09-28 22:01:43,080.message_producer.INFO  [x] Sent ('05/22/21 12:52:15', '147.5') to 01-smoker
2023-09-28 22:01:43,080.message_producer.INFO  [x] Sent ('05/22/21 12:52:15', 'No Reading') to 02-food-A
2023-09-28 22:01:43,081.message_producer.INFO  [x] Sent ('05/22/21 12:52:15', 'No Reading') to 03-food-B
2023-09-28 22:01:45,081.message_producer.INFO  [x] Sent ('05/22/21 12:53:10', '148.7') to 01-smoker
2023-09-28 22:01:45,081.message_producer.INFO  [x] Sent ('05/22/21 12:53:10', 'No Reading') to 02-food-A
2023-09-28 22:01:45,081.message_producer.INFO  [x] Sent ('05/22/21 12:53:10', 'No Reading') to 03-food-B
2023-09-28 22:01:47,083.message_producer.INFO  [x] Sent ('05/22/21 12:53:15', '148.7') to 01-smoker
2023-09-28 22:01:47,083.message_producer.INFO  [x] Sent ('05/22/21 12:53:15', 'No Reading') to 02-food-A
2023-09-28 22:01:47,084.message_producer.INFO  [x] Sent ('05/22/21 12:53:15', 'No Reading') to 03-food-B
2023-09-28 22:01:49,087.message_producer.INFO  [x] Sent ('05/22/21 12:54:10', '149.9') to 01-smoker
2023-09-28 22:01:49,087.message_producer.INFO  [x] Sent ('05/22/21 12:54:10', 'No Reading') to 02-food-A
2023-09-28 22:01:49,088.message_producer.INFO  [x] Sent ('05/22/21 12:54:10', 'No Reading') to 03-food-B
2023-09-28 22:01:51,089.message_producer.INFO  [x] Sent ('05/22/21 12:54:15', '149.9') to 01-smoker
2023-09-28 22:01:51,089.message_producer.INFO  [x] Sent ('05/22/21 12:54:15', 'No Reading') to 02-food-A
2023-09-28 22:01:51,090.message_producer.INFO  [x] Sent ('05/22/21 12:54:15', 'No Reading') to 03-food-B
2023-09-28 22:01:53,091.message_producer.INFO  [x] Sent ('05/22/21 12:55:05', '151.1') to 01-smoker
2023-09-28 22:01:53,091.message_producer.INFO  [x] Sent ('05/22/21 12:55:05', 'No Reading') to 02-food-A
2023-09-28 22:01:53,091.message_producer.INFO  [x] Sent ('05/22/21 12:55:05', 'No Reading') to 03-food-B
2023-09-28 22:01:55,092.message_producer.INFO  [x] Sent ('05/22/21 12:55:10', '151.2') to 01-smoker
2023-09-28 22:01:55,092.message_producer.INFO  [x] Sent ('05/22/21 12:55:10', 'No Reading') to 02-food-A
2023-09-28 22:01:55,093.message_producer.INFO  [x] Sent ('05/22/21 12:55:10', 'No Reading') to 03-food-B
2023-09-28 22:01:57,094.message_producer.INFO  [x] Sent ('05/22/21 12:55:15', '151.2') to 01-smoker
2023-09-28 22:01:57,094.message_producer.INFO  [x] Sent ('05/22/21 12:55:15', 'No Reading') to 02-food-A
2023-09-28 22:01:57,095.message_producer.INFO  [x] Sent ('05/22/21 12:55:15', 'No Reading') to 03-food-B
2023-09-28 22:01:59,095.message_producer.INFO  [x] Sent ('05/22/21 12:56:10', '152.4') to 01-smoker
2023-09-28 22:01:59,095.message_producer.INFO  [x] Sent ('05/22/21 12:56:10', 'No Reading') to 02-food-A
2023-09-28 22:01:59,095.message_producer.INFO  [x] Sent ('05/22/21 12:56:10', 'No Reading') to 03-food-B
